CNTY,COMMON,INTSITE,SP_CODE,ST,YEAR,ab1nd,ab1ndpse,ab1ndse,ab1ndv,ab1ns,angs,c,hrsfs,month,name,s,site
111,"SURFPERCH FAMILY",209,"8835600000",6,1983,0.046875,100,0.046875,0.0021972656,1.5,34,"111",105.5,7,"Solimar","209","111 209 Solimar",
111,"BARRED SURFPERCH",209,"8835600702",6,1983,0.2745098039,40.276755935,0.1105636437,0.0122243193,9.3333333333,34,"111",105.5,7,"Solimar","209","111 209 Solimar",
111,"THORNBACK",302,"8713020201",6,1983,0.0074626866,100,0.0074626866,0.0000556917,1,135,"111",448,7,"Ventura Pier","302","111 302 Ventura Pier",
111,"JACKSMELT",302,"8805020601",6,1983,0.1852957435,21.274334692,0.0394204366,0.0015539708,25,135,"111",448,7,"Ventura Pier","302","111 302 Ventura Pier",
111,"WHITE CROAKER",302,"8835440201",6,1983,0.7634051962,19.390688141,0.1480295209,0.021912739,103,135,"111",448,7,"Ventura Pier","302","111 302 Ventura Pier",
111,"WALLEYE SURFPERCH",302,"8835600401",6,1983,0.081647319,40.818980546,0.0333276032,0.0011107291,11,135,"111",448,7,"Ventura Pier","302","111 302 Ventura Pier",
111,"BARRED SURFPERCH",302,"8835600702",6,1983,0.0074074074,70.44633821,0.0052182473,0.0000272301,1,135,"111",448,7,"Ventura Pier","302","111 302 Ventura Pier",
111,"PACIFIC BARRACUDA",302,"8837010101",6,1983,0.0074074074,57.302548718,0.0042446332,0.0000180169,1,135,"111",448,7,"Ventura Pier","302","111 302 Ventura Pier",
111,"PACIFIC BONITO",302,"8850030201",6,1983,0.0222222222,52.190809507,0.0115979577,0.0001345126,3,135,"111",448,7,"Ventura Pier","302","111 302 Ventura Pier",
111,"CHUB (PACIFIC) MACKEREL",302,"8850030301",6,1983,1.7952459923,12.95577439,0.2325880205,0.0540971873,242,135,"111",448,7,"Ventura Pier","302","111 302 Ventura Pier",
111,"PACIFIC POMPANO (BUTTERFISH)",302,"8851030101",6,1983,0.0074074074,100,0.0074074074,0.0000548697,1,135,"111",448,7,"Ventura Pier","302","111 302 Ventura Pier",
111,"TOPSMELT",303,"8805020101",6,1983,0.02,100,0.02,0.0004,1,51,"111",232.5,7,"Ormond Beach Pier","303","111 303 Ormond Beach Pier",
111,"JACKSMELT",303,"8805020601",6,1983,0.0588235294,51.316014394,0.0301858908,0.000911188,3,51,"111",232.5,7,"Ormond Beach Pier","303","111 303 Ormond Beach Pier",
111,"WHITE CROAKER",303,"8835440201",6,1983,0.1568627451,43.874821937,0.0688232501,0.0047366398,8,51,"111",232.5,7,"Ormond Beach Pier","303","111 303 Ormond Beach Pier",
111,"QUEENFISH",303,"8835442501",6,1983,0.0784313725,70,0.0549019608,0.0030142253,4,51,"111",232.5,7,"Ormond Beach Pier","303","111 303 Ormond Beach Pier",
111,"WALLEYE SURFPERCH",303,"8835600401",6,1983,0.3152941176,40.299917621,0.1270632697,0.0161450745,16,51,"111",232.5,7,"Ormond Beach Pier","303","111 303 Ormond Beach Pier",
111,"SILVER SURFPERCH",303,"8835600402",6,1983,0.3537254902,46.129460214,0.1631716593,0.0266249904,18,51,"111",232.5,7,"Ormond Beach Pier","303","111 303 Ormond Beach Pier",
111,"PACIFIC BARRACUDA",303,"8837010101",6,1983,0.0588235294,56.568542495,0.0332756132,0.0011072664,3,51,"111",232.5,7,"Ormond Beach Pier","303","111 303 Ormond Beach Pier",
111,"CHUB (PACIFIC) MACKEREL",303,"8850030301",6,1983,0.4321568627,30.90577272,0.1335614178,0.0178386523,22,51,"111",232.5,7,"Ormond Beach Pier","303","111 303 Ormond Beach Pier",
111,"CALIFORNIA HALIBUT",303,"8857030309",6,1983,0.0588235294,56.568542495,0.0332756132,0.0011072664,3,51,"111",232.5,7,"Ormond Beach Pier","303","111 303 Ormond Beach Pier",
111,"JACKSMELT",305,"8805020601",6,1983,0.0625,20,0.0125,0.00015625,1,16,"111",32,7,"Ventura Marina North & South Jetties","305","111 305 Ventura Marina Nor",
111,"WHITE CROAKER",305,"8835440201",6,1983,3.375,31.505437508,1.0633085159,1.130625,54,16,"111",32,7,"Ventura Marina North & South Jetties","305","111 305 Ventura Marina Nor",
111,"WALLEYE SURFPERCH",305,"8835600401",6,1983,0.0625,100,0.0625,0.00390625,1,16,"111",32,7,"Ventura Marina North & South Jetties","305","111 305 Ventura Marina Nor",
111,"CHUB (PACIFIC) MACKEREL",306,"8850030301",6,1983,2,64.009547899,1.280190958,1.6388888889,12,6,"111",27,7,"Channel Islands Harbor South Jetty","306","111 306 Channel Islands Ha",
111,"JACKSMELT",307,"8805020601",6,1983,0.1189324437,40.135577373,0.047734223,0.002278556,13,109,"111",369,7,"Pt. Hueneme East Jetty","307","111 307 Pt. Hueneme East J",
111,"GRASS ROCKFISH",307,"8826010154",6,1983,0.0183486239,100,0.0183486239,0.000336672,2,109,"111",369,7,"Pt. Hueneme East Jetty","307","111 307 Pt. Hueneme East J",
111,"OLIVE ROCKFISH",307,"8826010158",6,1983,0.0366972477,78.837033035,0.0289310213,0.000837004,4,109,"111",369,7,"Pt. Hueneme East Jetty","307","111 307 Pt. Hueneme East J",
111,"CABEZON",307,"8831023101",6,1983,0.0091743119,100,0.0091743119,0.000084168,1,109,"111",369,7,"Pt. Hueneme East Jetty","307","111 307 Pt. Hueneme East J",
111,"KELP BASS",307,"8835021602",6,1983,0.0733944954,41.483974483,0.0304469537,0.000927017,8,109,"111",369,7,"Pt. Hueneme East Jetty","307","111 307 Pt. Hueneme East J",
111,"WHITE SEABASS",307,"8835440101",6,1983,0.0091743119,70.382552552,0.0064571149,0.0000416943,1,109,"111",369,7,"Pt. Hueneme East Jetty","307","111 307 Pt. Hueneme East J",
111,"CALIFORNIA CORBINA",307,"8835440607",6,1983,0.0181818182,100,0.0181818182,0.0003305785,2,109,"111",369,7,"Pt. Hueneme East Jetty","307","111 307 Pt. Hueneme East J",
111,"BLACK CROAKER",307,"8835442301",6,1983,0.0183486239,70.382552552,0.0129142298,0.0001667773,2,109,"111",369,7,"Pt. Hueneme East Jetty","307","111 307 Pt. Hueneme East J",
111,"OPALEYE",307,"8835510201",6,1983,0.0274395329,52.426903808,0.0143856975,0.0002069483,3,109,"111",369,7,"Pt. Hueneme East Jetty","307","111 307 Pt. Hueneme East J",
111,"HALFMOON",307,"8835510401",6,1983,0.0091743119,100,0.0091743119,0.000084168,1,109,"111",369,7,"Pt. Hueneme East Jetty","307","111 307 Pt. Hueneme East J",
111,"WALLEYE SURFPERCH",307,"8835600401",6,1983,0.018265221,61.049018409,0.0111507381,0.000124339,2,109,"111",369,7,"Pt. Hueneme East Jetty","307","111 307 Pt. Hueneme East J",
111,"PILE PERCH",307,"8835600601",6,1983,0.018265221,70.711415283,0.0129155963,0.0001668126,2,109,"111",369,7,"Pt. Hueneme East Jetty","307","111 307 Pt. Hueneme East J",
111,"RUBBERLIP SEAPERCH",307,"8835600602",6,1983,0.1008340284,42.437170242,0.0427911083,0.0018310789,11,109,"111",369,7,"Pt. Hueneme East Jetty","307","111 307 Pt. Hueneme East J",
111,"PACIFIC BARRACUDA",307,"8837010101",6,1983,0.0183486239,60.762896817,0.0111491554,0.0001243037,2,109,"111",369,7,"Pt. Hueneme East Jetty","307","111 307 Pt. Hueneme East J",
111,"PACIFIC BONITO",307,"8850030201",6,1983,0.1282735613,39.4010526,0.0505411334,0.0025544062,14,109,"111",369,7,"Pt. Hueneme East Jetty","307","111 307 Pt. Hueneme East J",
111,"CHUB (PACIFIC) MACKEREL",307,"8850030301",6,1983,1.0353628023,27.187339351,0.2814875986,0.0792352682,113,109,"111",369,7,"Pt. Hueneme East Jetty","307","111 307 Pt. Hueneme East J",
111,"DIAMOND TURBOT",307,"8857042201",6,1983,0.0183486239,100,0.0183486239,0.000336672,2,109,"111",369,7,"Pt. Hueneme East Jetty","307","111 307 Pt. Hueneme East J",
111,"SHOVELNOSE GUITARFISH",308,"8713020104",6,1983,0.0476190476,100,0.0476190476,0.0022675737,1,21,"111",103,7,"Channel Islands Harbor North Jetty","308","111 308 Channel Islands Ha",
111,"CALIFORNIA LIZARDFISH",308,"8762020103",6,1983,0.0476190476,100,0.0476190476,0.0022675737,1,21,"111",103,7,"Channel Islands Harbor North Jetty","308","111 308 Channel Islands Ha",
111,"KELP BASS",308,"8835021602",6,1983,0.1428571429,49.159604013,0.0702280057,0.0049319728,3,21,"111",103,7,"Channel Islands Harbor North Jetty","308","111 308 Channel Islands Ha",
111,"BARRED SANDBASS",308,"8835021604",6,1983,0.0476190476,100,0.0476190476,0.0022675737,1,21,"111",103,7,"Channel Islands Harbor North Jetty","308","111 308 Channel Islands Ha",
111,"WHITE CROAKER",308,"8835440201",6,1983,0.0476190476,100,0.0476190476,0.0022675737,1,21,"111",103,7,"Channel Islands Harbor North Jetty","308","111 308 Channel Islands Ha",
111,"OPALEYE",308,"8835510201",6,1983,0.0476190476,100,0.0476190476,0.0022675737,1,21,"111",103,7,"Channel Islands Harbor North Jetty","308","111 308 Channel Islands Ha",
111,"CHUB (PACIFIC) MACKEREL",308,"8850030301",6,1983,2.4761904762,22.670703536,0.5613698018,0.3151360544,52,21,"111",103,7,"Channel Islands Harbor North Jetty","308","111 308 Channel Islands Ha",
111,"GRAY SMOOTHHOUND",200,"8708020404",6,1984,0.0625,100,0.0625,0.00390625,1,16,"111",52.5,7,"Mandalay Beach","200","111 200 Mandalay Beach",
111,"LEOPARD SHARK",200,"8708020902",6,1984,0.0625,100,0.0625,0.00390625,1,16,"111",52.5,7,"Mandalay Beach","200","111 200 Mandalay Beach",
111,"WHITE CROAKER",200,"8835440201",6,1984,0.0625,100,0.0625,0.00390625,1,16,"111",52.5,7,"Mandalay Beach","200","111 200 Mandalay Beach",
111,"CALIFORNIA CORBINA",200,"8835440607",6,1984,0.0625,100,0.0625,0.00390625,1,16,"111",52.5,7,"Mandalay Beach","200","111 200 Mandalay Beach",
111,"YELLOWFIN CROAKER",200,"8835441105",6,1984,0.19375,71.527605891,0.1385847364,0.0192057292,3.1,16,"111",52.5,7,"Mandalay Beach","200","111 200 Mandalay Beach",
111,"BARRED SURFPERCH",200,"8835600702",6,1984,0.1590909091,70.082555789,0.1114949751,0.0124311295,2.5454545455,16,"111",52.5,7,"Mandalay Beach","200","111 200 Mandalay Beach",
111,"GRAY SMOOTHHOUND",212,"8708020404",6,1984,0.0982142857,100,0.0982142857,0.0096460459,1.375,14,"111",38,7,"Bass Rock","212","111 212 Bass Rock",
111,"GRASS ROCKFISH",212,"8826010154",6,1984,0.2946428571,100,0.2946428571,0.0868144133,4.125,14,"111",38,7,"Bass Rock","212","111 212 Bass Rock",
111,"YELLOWFIN CROAKER",212,"8835441105",6,1984,0.0952380952,100,0.0952380952,0.0090702948,1.3333333333,14,"111",38,7,"Bass Rock","212","111 212 Bass Rock",
111,"SHOVELNOSE GUITARFISH",302,"8713020104",6,1984,0.0158730159,100,0.0158730159,0.0002519526,1,64,"111",221,7,"Ventura Pier","302","111 302 Ventura Pier",
111,"JACKSMELT",302,"8805020601",6,1984,0.1103670635,71.507651861,0.0789208955,0.0062285078,7,64,"111",221,7,"Ventura Pier","302","111 302 Ventura Pier",
111,"SURFPERCH FAMILY",302,"8835600000",6,1984,0.0158730159,100,0.0158730159,0.0002519526,1,64,"111",221,7,"Ventura Pier","302","111 302 Ventura Pier",
111,"WALLEYE SURFPERCH",302,"8835600401",6,1984,0.5386904762,44.184523595,0.2380178206,0.0566524829,34,64,"111",221,7,"Ventura Pier","302","111 302 Ventura Pier",
111,"PACIFIC BONITO",302,"8850030201",6,1984,0.0317460317,100,0.0317460317,0.0010078105,2,64,"111",221,7,"Ventura Pier","302","111 302 Ventura Pier",
111,"CHUB (PACIFIC) MACKEREL",302,"8850030301",6,1984,0.5652281746,33.13299681,0.1872770331,0.0350726871,36,64,"111",221,7,"Ventura Pier","302","111 302 Ventura Pier",
111,"WHITE CROAKER",303,"8835440201",6,1984,0.1405405405,45.486175746,0.0639265173,0.0040865996,10,70,"111",214,7,"Ormond Beach Pier","303","111 303 Ormond Beach Pier",
111,"YELLOWFIN CROAKER",303,"8835441105",6,1984,0.0135135135,100,0.0135135135,0.000182615,1,70,"111",214,7,"Ormond Beach Pier","303","111 303 Ormond Beach Pier",
111,"QUEENFISH",303,"8835442501",6,1984,0.1428571429,41.001944104,0.0585742059,0.0034309376,10,70,"111",214,7,"Ormond Beach Pier","303","111 303 Ormond Beach Pier",
111,"WALLEYE SURFPERCH",303,"8835600401",6,1984,0.0571428571,48.900964692,0.0279434084,0.0007808341,4,70,"111",214,7,"Ormond Beach Pier","303","111 303 Ormond Beach Pier",
111,"CHUB (PACIFIC) MACKEREL",303,"8850030301",6,1984,2.1216216216,28.17332372,0.5977313276,0.35728274,151,70,"111",214,7,"Ormond Beach Pier","303","111 303 Ormond Beach Pier",
111,"SHOVELNOSE GUITARFISH",307,"8713020104",6,1984,0.0344827586,100,0.0344827586,0.0011890606,1,29,"111",91.5,7,"Pt. Hueneme East Jetty","307","111 307 Pt. Hueneme East J",
111,"CABEZON",307,"8831023101",6,1984,0.0344827586,100,0.0344827586,0.0011890606,1,29,"111",91.5,7,"Pt. Hueneme East Jetty","307","111 307 Pt. Hueneme East J",
111,"OPALEYE",307,"8835510201",6,1984,0.0689655172,100,0.0689655172,0.0047562426,2,29,"111",91.5,7,"Pt. Hueneme East Jetty","307","111 307 Pt. Hueneme East J",
111,"PACIFIC BONITO",307,"8850030201",6,1984,0.0344827586,100,0.0344827586,0.0011890606,1,29,"111",91.5,7,"Pt. Hueneme East Jetty","307","111 307 Pt. Hueneme East J",
111,"CHUB (PACIFIC) MACKEREL",307,"8850030301",6,1984,1.1379310345,41.796008091,0.4756097472,0.2262046317,33,29,"111",91.5,7,"Pt. Hueneme East Jetty","307","111 307 Pt. Hueneme East J",
111,"YELLOWFIN CROAKER",200,"8835441105",6,1985,0.05,100,0.05,0.0025,1,20,"111",93.5,7,"Mandalay Beach","200","111 200 Mandalay Beach",
111,"BARRED SURFPERCH",200,"8835600702",6,1985,0.1,100,0.1,0.01,2,20,"111",93.5,7,"Mandalay Beach","200","111 200 Mandalay Beach",
111,"SHOVELNOSE GUITARFISH",201,"8713020104",6,1985,0.1,100,0.1,0.01,1.5,15,"111",51,7,"Pt. Mugu to Big Sycamore","201","111 201 Pt. Mugu to Big Sy",
111,"JACKSMELT",201,"8805020601",6,1985,0.3,100,0.3,0.09,4.5,15,"111",51,7,"Pt. Mugu to Big Sycamore","201","111 201 Pt. Mugu to Big Sy",
111,"WHITE CROAKER",201,"8835440201",6,1985,0.0933333333,100,0.0933333333,0.0087111111,1.4,15,"111",51,7,"Pt. Mugu to Big Sycamore","201","111 201 Pt. Mugu to Big Sy",
111,"YELLOWFIN CROAKER",201,"8835441105",6,1985,0.1933333333,68.185241149,0.1318247996,0.0173777778,2.9,15,"111",51,7,"Pt. Mugu to Big Sycamore","201","111 201 Pt. Mugu to Big Sy",
111,"BARRED SURFPERCH",201,"8835600702",6,1985,0.1866666667,100,0.1866666667,0.0348444444,2.8,15,"111",51,7,"Pt. Mugu to Big Sycamore","201","111 201 Pt. Mugu to Big Sy",
111,"DIAMOND TURBOT",201,"8857042201",6,1985,0.0933333333,100,0.0933333333,0.0087111111,1.4,15,"111",51,7,"Pt. Mugu to Big Sycamore","201","111 201 Pt. Mugu to Big Sy",
111,"GRASS ROCKFISH",209,"8826010154",6,1985,0.0405405405,100,0.0405405405,0.0016435354,1.5,37,"111",115,7,"Solimar","209","111 209 Solimar",
111,"BARRED SURFPERCH",209,"8835600702",6,1985,0.1689189189,60.765487281,0.1026444042,0.0105358737,6.25,37,"111",115,7,"Solimar","209","111 209 Solimar",
111,"WHITE CROAKER",214,"8835440201",6,1985,0.2588235294,68.785208866,0.1780323053,0.0316955017,4.4,17,"111",67.5,7,"Channel Islands Harbor","214","111 214 Channel Islands Ha",
111,"WALLEYE SURFPERCH",214,"8835600401",6,1985,0.0705882353,100,0.0705882353,0.004982699,1.2,17,"111",67.5,7,"Channel Islands Harbor","214","111 214 Channel Islands Ha",
111,"GRASS ROCKFISH",221,"8826010154",6,1985,0.4,100,0.4,0.16,2,5,"111",9,7,"County Line Beach","221","111 221 County Line Beach",
111,"TREEFISH",221,"8826010159",6,1985,0.2,100,0.2,0.04,1,5,"111",9,7,"County Line Beach","221","111 221 County Line Beach",
111,"CABEZON",221,"8831023101",6,1985,0.2,100,0.2,0.04,1,5,"111",9,7,"County Line Beach","221","111 221 County Line Beach",
111,"JACKSMELT",302,"8805020601",6,1985,0.0392156863,100,0.0392156863,0.00153787,2,51,"111",181,7,"Ventura Pier","302","111 302 Ventura Pier",
111,"WHITE CROAKER",302,"8835440201",6,1985,0.4705882353,41.949043162,0.1974072619,0.0389696271,24,51,"111",181,7,"Ventura Pier","302","111 302 Ventura Pier",
111,"SPOTFIN CROAKER",302,"8835442401",6,1985,0.0588235294,100,0.0588235294,0.0034602076,3,51,"111",181,7,"Ventura Pier","302","111 302 Ventura Pier",
111,"QUEENFISH",302,"8835442501",6,1985,0.2156862745,60.254282108,0.1299602163,0.0168896578,11,51,"111",181,7,"Ventura Pier","302","111 302 Ventura Pier",
111,"CHUB (PACIFIC) MACKEREL",302,"8850030301",6,1985,0.7254901961,45.442391628,0.3296800961,0.1086889658,37,51,"111",181,7,"Ventura Pier","302","111 302 Ventura Pier",
111,"JACKSMELT",303,"8805020601",6,1985,0.1636363636,48.966222039,0.0801265452,0.0064202632,9,55,"111",195.5,7,"Ormond Beach Pier","303","111 303 Ormond Beach Pier",
111,"WHITE CROAKER",303,"8835440201",6,1985,0.0181818182,100,0.0181818182,0.0003305785,1,55,"111",195.5,7,"Ormond Beach Pier","303","111 303 Ormond Beach Pier",
111,"SHINER PERCH",303,"8835600201",6,1985,0.0545454545,100,0.0545454545,0.0029752066,3,55,"111",195.5,7,"Ormond Beach Pier","303","111 303 Ormond Beach Pier",
111,"WALLEYE SURFPERCH",303,"8835600401",6,1985,0.4545454545,45.335784247,0.2060717466,0.0424655647,25,55,"111",195.5,7,"Ormond Beach Pier","303","111 303 Ormond Beach Pier",
111,"CHUB (PACIFIC) MACKEREL",303,"8850030301",6,1985,0.0545454545,49.430917833,0.0269623188,0.0007269666,3,55,"111",195.5,7,"Ormond Beach Pier","303","111 303 Ormond Beach Pier",
111,"JACKSMELT",306,"8805020601",6,1985,0.1666666667,100,0.1666666667,0.0277777778,1,6,"111",28.5,7,"Channel Islands Harbor South Jetty","306","111 306 Channel Islands Ha",
111,"GRASS ROCKFISH",306,"8826010154",6,1985,0.3333333333,100,0.3333333333,0.1111111111,2,6,"111",28.5,7,"Channel Islands Harbor South Jetty","306","111 306 Channel Islands Ha",
111,"CABEZON",306,"8831023101",6,1985,0.1666666667,100,0.1666666667,0.0277777778,1,6,"111",28.5,7,"Channel Islands Harbor South Jetty","306","111 306 Channel Islands Ha",
111,"WALLEYE SURFPERCH",306,"8835600401",6,1985,0.3333333333,100,0.3333333333,0.1111111111,2,6,"111",28.5,7,"Channel Islands Harbor South Jetty","306","111 306 Channel Islands Ha",
111,"JACK MACKEREL",307,"8835280101",6,1985,0.25,100,0.25,0.0625,1,4,"111",11,7,"Pt. Hueneme East Jetty","307","111 307 Pt. Hueneme East J",
111,"WHITE CROAKER",307,"8835440201",6,1985,0.25,100,0.25,0.0625,1,4,"111",11,7,"Pt. Hueneme East Jetty","307","111 307 Pt. Hueneme East J",
111,"BARRED SANDBASS",209,"8835021604",6,1986,0.0487804878,69.821200219,0.0340591221,0.0011600238,2,41,"111",141,7,"Solimar","209","111 209 Solimar",
111,"CABEZON",212,"8831023101",6,1986,0.0909090909,100,0.0909090909,0.0082644628,1,11,"111",38.5,7,"Bass Rock","212","111 212 Bass Rock",
111,"BROWN ROCKFISH",213,"8826010103",6,1986,0.0833333333,67.419986246,0.0561833219,0.0031565657,1,12,"111",32,7,"Ventura Marina Harbor","213","111 213 Ventura Marina Har",
111,"WHITE CROAKER",213,"8835440201",6,1986,0.3333333333,67.419986246,0.2247332875,0.0505050505,4,12,"111",32,7,"Ventura Marina Harbor","213","111 213 Ventura Marina Har",
111,"JACKSMELT",303,"8805020601",6,1986,0.0555555556,49.469011498,0.0274827842,0.0007553034,4,72,"111",240.5,7,"Ormond Beach Pier","303","111 303 Ormond Beach Pier",
111,"WHITE CROAKER",303,"8835440201",6,1986,0.2916666667,41.324406309,0.1205295184,0.0145273648,21,72,"111",240.5,7,"Ormond Beach Pier","303","111 303 Ormond Beach Pier",
111,"QUEENFISH",303,"8835442501",6,1986,0.2638888889,67.444707549,0.1779790894,0.0316765563,19,72,"111",240.5,7,"Ormond Beach Pier","303","111 303 Ormond Beach Pier",
111,"CHUB (PACIFIC) MACKEREL",303,"8850030301",6,1986,0.0138888889,100,0.0138888889,0.0001929012,1,72,"111",240.5,7,"Ormond Beach Pier","303","111 303 Ormond Beach Pier",
111,"KELP BASS",307,"8835021602",6,1986,0.0344827586,100,0.0344827586,0.0011890606,1,29,"111",65,7,"Pt. Hueneme East Jetty","307","111 307 Pt. Hueneme East J",
111,"SHINER PERCH",307,"8835600201",6,1986,0.0689655172,100,0.0689655172,0.0047562426,2,29,"111",65,7,"Pt. Hueneme East Jetty","307","111 307 Pt. Hueneme East J",
111,"WHITE CROAKER",308,"8835440201",6,1986,1.5,.,.,0,3,2,"111",10,7,"Channel Islands Harbor North Jetty","308","111 308 Channel Islands Ha",
111,"WALLEYE SURFPERCH",308,"8835600401",6,1986,1,.,.,0,2,2,"111",10,7,"Channel Islands Harbor North Jetty","308","111 308 Channel Islands Ha",
111,"WHITE CROAKER",1,"8835440201",6,1987,0.1176470588,100,0.1176470588,0.0138408304,2,17,"111",59.5,7,"Pt. Hueneme Pier","1","111   1 Pt. Hueneme Pier",
111,"CALIFORNIA LIZARDFISH",1,"8762020103",6,1989,0.05,100,0.05,0.0025,1,20,"111",67.5,7,"Pt. Hueneme Pier","1","111   1 Pt. Hueneme Pier",
111,"WHITE CROAKER",1,"8835440201",6,1989,6.45,46.919535948,3.0263100686,9.1585526316,129,20,"111",67.5,7,"Pt. Hueneme Pier","1","111   1 Pt. Hueneme Pier",
111,"SHINER PERCH",1,"8835600201",6,1989,0.2,100,0.2,0.04,4,20,"111",67.5,7,"Pt. Hueneme Pier","1","111   1 Pt. Hueneme Pier",
111,"WALLEYE SURFPERCH",1,"8835600401",6,1989,0.4,100,0.4,0.16,8,20,"111",67.5,7,"Pt. Hueneme Pier","1","111   1 Pt. Hueneme Pier",
111,"WHITE CROAKER",213,"8835440201",6,1989,0.6666666667,75.941065666,0.5062737711,0.2563131313,8,12,"111",65.5,7,"Ventura Marina Harbor","213","111 213 Ventura Marina Har",
111,"CHUB (PACIFIC) MACKEREL",213,"8850030301",6,1989,1,100,1,1,12,12,"111",65.5,7,"Ventura Marina Harbor","213","111 213 Ventura Marina Har",
111,"JACKSMELT",307,"8805020601",6,1989,0.4,79.056941504,0.316227766,0.1,4,10,"111",22,7,"Pt. Hueneme East Jetty","307","111 307 Pt. Hueneme East J",
111,"WHITE CROAKER",307,"8835440201",6,1989,1,51.854497287,0.5185449729,0.2688888889,10,10,"111",22,7,"Pt. Hueneme East Jetty","307","111 307 Pt. Hueneme East J",
111,"UNIDENTIFIED (SURFACE FISH)",1,"1000000003",6,1993,0.1578947368,100,0.1578947368,0.0249307479,3,19,"111",43,7,"Pt. Hueneme Pier","1","111   1 Pt. Hueneme Pier",
111,"CHUB (PACIFIC) MACKEREL",1,"8850030301",6,1993,0.3684210526,100,0.3684210526,0.135734072,7,19,"111",43,7,"Pt. Hueneme Pier","1","111   1 Pt. Hueneme Pier",
111,"CALIFORNIA CORBINA",201,"8835440607",6,1993,0.0454545455,100,0.0454545455,0.0020661157,1,22,"111",55,7,"Pt. Mugu to Big Sycamore","201","111 201 Pt. Mugu to Big Sy",
111,"UNIDENTIFIED (SHARKS)",305,"1000000002",6,1993,0.1111111111,68.599434057,0.0762215934,0.0058097313,2,18,"111",71,7,"Ventura Marina North & South Jetties","305","111 305 Ventura Marina Nor",
111,"JACKSMELT",305,"8805020601",6,1993,1.1111111111,68.599434057,0.762215934,0.58097313,20,18,"111",71,7,"Ventura Marina North & South Jetties","305","111 305 Ventura Marina Nor",
111,"WHITE CROAKER",305,"8835440201",6,1993,2.7777777778,68.599434057,1.9055398349,3.6310820625,50,18,"111",71,7,"Ventura Marina North & South Jetties","305","111 305 Ventura Marina Nor",
111,"OPALEYE",306,"8835510201",6,1993,0.5714285714,64.549722437,0.3688555568,0.1360544218,4,7,"111",14,7,"Channel Islands Harbor South Jetty","306","111 306 Channel Islands Ha",
111,"CALIFORNIA CORBINA",22,"8835440607",6,1994,0.3333333333,100,0.3333333333,0.1111111111,2,6,"111",10.5,7,"Rincon","22","111  22 Rincon",
111,"YELLOWFIN CROAKER",209,"8835441105",6,1994,0.6666666667,100,0.6666666667,0.4444444444,2.6666666667,4,"111",7,7,"Solimar","209","111 209 Solimar",
111,"SURFPERCH FAMILY",209,"8835600000",6,1994,0.25,100,0.25,0.0625,1,4,"111",7,7,"Solimar","209","111 209 Solimar",
111,"KELP ROCKFISH",223,"8826010142",6,1994,0.2,100,0.2,0.04,3,15,"111",22,7,"Pt. Hueneme West Jetty","223","111 223 Pt. Hueneme West J",
111,"CHUB (PACIFIC) MACKEREL",223,"8850030301",6,1994,1.8666666667,53.792062666,1.0041185031,1.0082539683,28,15,"111",22,7,"Pt. Hueneme West Jetty","223","111 223 Pt. Hueneme West J",
111,"JACKSMELT",302,"8805020601",6,1994,0.1392405063,77.344680609,0.1076951249,0.0115982399,11,79,"111",246,7,"Ventura Pier","302","111 302 Ventura Pier",
111,"BARRED SANDBASS",302,"8835021604",6,1994,0.0126582278,56.990027618,0.0072139275,0.0000520408,1,79,"111",246,7,"Ventura Pier","302","111 302 Ventura Pier",
111,"WHITE CROAKER",302,"8835440201",6,1994,0.4556962025,33.906126421,0.1545089305,0.0238730096,36,79,"111",246,7,"Ventura Pier","302","111 302 Ventura Pier",
111,"YELLOWFIN CROAKER",302,"8835441105",6,1994,0.0253164557,70.255942353,0.0177863145,0.000316353,2,79,"111",246,7,"Ventura Pier","302","111 302 Ventura Pier",
111,"QUEENFISH",302,"8835442501",6,1994,0.9493670886,50.217986358,0.476753035,0.2272934564,75,79,"111",246,7,"Ventura Pier","302","111 302 Ventura Pier",
111,"BLACK PERCH",302,"8835600302",6,1994,0.0379746835,74.53559925,0.0283046579,0.0008011537,3,79,"111",246,7,"Ventura Pier","302","111 302 Ventura Pier",
111,"RUBBERLIP SEAPERCH",302,"8835600602",6,1994,0.0253164557,100,0.0253164557,0.0006409229,2,79,"111",246,7,"Ventura Pier","302","111 302 Ventura Pier",
111,"CHUB (PACIFIC) MACKEREL",302,"8850030301",6,1994,0.0886075949,50.585271589,0.0448223925,0.0020090469,7,79,"111",246,7,"Ventura Pier","302","111 302 Ventura Pier",
111,"CALIFORNIA HALIBUT",302,"8857030309",6,1994,0.0126582278,100,0.0126582278,0.0001602307,1,79,"111",246,7,"Ventura Pier","302","111 302 Ventura Pier",
111,"JACKSMELT",201,"8805020601",6,1995,0.1666666667,100,0.1666666667,0.0277777778,3,18,"111",74.5,7,"Pt. Mugu to Big Sycamore","201","111 201 Pt. Mugu to Big Sy",
111,"YELLOWFIN CROAKER",201,"8835441105",6,1995,0.0555555556,68.599434057,0.0381107967,0.0014524328,1,18,"111",74.5,7,"Pt. Mugu to Big Sycamore","201","111 201 Pt. Mugu to Big Sy",
111,"WALLEYE SURFPERCH",201,"8835600401",6,1995,0.6111111111,81.699259979,0.4992732554,0.2492737836,11,18,"111",74.5,7,"Pt. Mugu to Big Sycamore","201","111 201 Pt. Mugu to Big Sy",
